Archivo,Tamaño (KB),Algoritmo,Tiempo Encrypt (s),Velocidad Encrypt (bytes/s),Tiempo Decrypt (s),Velocidad Decrypt (bytes/s)
audio_083.mp3,4020.13,ChaCha20,0.003432,1199467798.21,0.003252,1265767828.99
audio_083.mp3,4020.13,Camellia,0.026923,152905004.83,0.023859,172537437.22
audio_084.mp3,4069.11,AES,0.007331,568385074.55,0.005269,790836882.77
audio_084.mp3,4069.11,3DES,0.876071,4756199.95,0.860610,4841645.64
audio_084.mp3,4069.11,ChaCha20,0.003057,1363024822.37,0.003016,1381448444.58
audio_084.mp3,4069.11,Camellia,0.025939,160638855.39,0.024459,170359833.82
audio_085.mp3,4117.48,AES,0.005923,711905308.20,0.006046,697363451.28
audio_085.mp3,4117.48,3DES,0.887489,4750816.61,0.876919,4808081.14
audio_085.mp3,4117.48,ChaCha20,0.003309,1274186883.85,0.003335,1264438707.34
audio_085.mp3,4117.48,Camellia,0.029812,141430260.40,0.027216,154920104.43
audio_086.mp3,4166.46,AES,0.007106,600375933.64,0.005884,725073139.30
audio_086.mp3,4166.46,3DES,0.904745,4715640.76,0.915129,4662135.46
audio_086.mp3,4166.46,ChaCha20,0.003398,1255511476.74,0.003343,1276285933.81
audio_086.mp3,4166.46,Camellia,0.027742,153789608.69,0.025905,164698349.57
audio_087.mp3,4215.44,AES,0.006751,639397174.57,0.006417,672654569.59
audio_087.mp3,4215.44,3DES,0.916595,4709393.83,0.890168,4849207.38
audio_087.mp3,4215.44,ChaCha20,0.003178,1358431152.10,0.003221,1340031855.17
audio_087.mp3,4215.44,Camellia,0.027386,157619925.78,0.025365,170180569.19
audio_088.mp3,4263.81,AES,0.010048,434511125.22,0.005160,846174377.77
audio_088.mp3,4263.81,3DES,0.906874,4814492.90,0.910696,4794287.01
audio_088.mp3,4263.81,ChaCha20,0.003322,1314260505.50,0.003236,1349215787.49
audio_088.mp3,4263.81,Camellia,0.027675,157765154.89,0.025126,173773114.36
audio_089.mp3,4312.79,AES,0.010268,430113574.53,0.005364,823293088.62
audio_089.mp3,4312.79,3DES,0.923167,4783849.56,0.909395,4856294.33
audio_089.mp3,4312.79,ChaCha20,0.005291,834607155.12,0.003688,1197599482.82
audio_089.mp3,4312.79,Camellia,0.028612,154350303.32,0.026239,168310749.28
audio_090.mp3,4361.15,AES,0.010906,409465753.28,0.005632,792981282.91
audio_090.mp3,4361.15,3DES,0.933971,4781539.32,0.945026,4725608.08
audio_090.mp3,4361.15,ChaCha20,0.004291,1040727352.13,0.003682,1212991250.07
audio_090.mp3,4361.15,Camellia,0.030234,147709257.03,0.026834,166420951.06
audio_091.mp3,4410.13,AES,0.008548,528336063.17,0.005466,826160256.50
audio_091.mp3,4410.13,3DES,0.951814,4744599.58,0.935707,4826271.00
audio_091.mp3,4410.13,ChaCha20,0.003529,1279563345.32,0.003462,1304412657.58
audio_091.mp3,4410.13,Camellia,0.028895,156287139.85,0.027457,164475922.62
audio_092.mp3,4458.50,AES,0.012209,373940355.98,0.004795,952218383.35
audio_092.mp3,4458.50,3DES,0.958123,4765047.78,0.943511,4838845.50
audio_092.mp3,4458.50,ChaCha20,0.003471,1315186242.39,0.003616,1262717552.87
audio_092.mp3,4458.50,Camellia,0.029754,153443313.00,0.026524,172128393.87
audio_093.mp3,4507.48,AES,0.007742,596171496.52,0.005901,782232696.53
audio_093.mp3,4507.48,3DES,0.972340,4746959.39,0.957200,4822042.16
audio_093.mp3,4507.48,ChaCha20,0.003331,1385590968.10,0.003687,1251825218.64
audio_093.mp3,4507.48,Camellia,0.029393,157034092.62,0.026479,174310769.62
audio_094.mp3,4556.46,AES,0.008254,565308288.27,0.006070,768710909.08
audio_094.mp3,4556.46,3DES,0.998012,4675110.04,0.970683,4806731.33
audio_094.mp3,4556.46,ChaCha20,0.003562,1309895737.85,0.003489,1337468720.85
audio_094.mp3,4556.46,Camellia,0.030125,154881066.87,0.028990,160944144.64
audio_095.mp3,4604.83,AES,0.007897,597095003.83,0.006442,732014872.01
audio_095.mp3,4604.83,3DES,0.983675,4793595.14,0.970805,4857146.74
audio_095.mp3,4604.83,ChaCha20,0.004867,968824229.06,0.003879,1215585606.14
audio_095.mp3,4604.83,Camellia,0.030265,155801339.30,0.027972,168576621.51
audio_096.mp3,4653.81,AES,0.008243,578154087.96,0.006156,774126379.90
audio_096.mp3,4653.81,3DES,1.003467,4749030.58,0.999673,4767054.08
audio_096.mp3,4653.81,ChaCha20,0.003559,1338956533.30,0.003618,1316989070.90
audio_096.mp3,4653.81,Camellia,0.030659,155436909.99,0.028183,169089858.89
audio_097.mp3,4702.17,AES,0.011992,401528493.10,0.006078,792173790.60
audio_097.mp3,4702.17,3DES,1.003087,4800208.83,0.992616,4850841.60
audio_097.mp3,4702.17,ChaCha20,0.003564,1351152647.19,0.003472,1386970580.15
audio_097.mp3,4702.17,Camellia,0.030154,159679928.35,0.030543,157646956.20
audio_098.mp3,4751.15,AES,0.010268,473820979.61,0.006045,804877061.06
audio_098.mp3,4751.15,3DES,1.015304,4791848.41,1.008134,4825925.16
audio_098.mp3,4751.15,ChaCha20,0.003592,1354623481.75,0.003998,1216963748.15
audio_098.mp3,4751.15,Camellia,0.031141,156231706.62,0.028154,172806667.42
audio_099.mp3,4799.52,AES,0.008106,606269921.99,0.006458,760993193.20
audio_099.mp3,4799.52,3DES,1.029109,4775692.23,1.015740,4838551.75
audio_099.mp3,4799.52,ChaCha20,0.004525,1086079221.16,0.004063,1209516142.55
audio_099.mp3,4799.52,Camellia,0.030675,160216564.47,0.028081,175017902.87
audio_100.mp3,4848.50,AES,0.006308,787094112.51,0.005380,922892613.66
audio_100.mp3,4848.50,3DES,1.038513,4780743.49,1.041742,4765926.55
audio_100.mp3,4848.50,ChaCha20,0.003570,1390687119.99,0.003579,1387166862.15
audio_100.mp3,4848.50,Camellia,0.030976,160279462.88,0.028096,176707954.81
img_001.jpg,14.53,AES,0.000742,20050983.49,0.000494,30144280.49
img_001.jpg,14.53,3DES,0.004969,2993746.61,0.004472,3326863.97
img_001.jpg,14.53,ChaCha20,0.000042,352534805.69,0.000017,891409437.26
img_001.jpg,14.53,Camellia,0.000104,143116194.06,0.000087,170955234.54
img_002.jpg,17.71,AES,0.000131,138534270.37,0.000033,547160535.48
img_002.jpg,17.71,3DES,0.004642,3906282.20,0.003630,4995094.87
img_002.jpg,17.71,ChaCha20,0.000026,704215874.37,0.000015,1246808433.31
img_002.jpg,17.71,Camellia,0.000123,147967537.81,0.000100,181950513.00
img_003.jpg,26.08,AES,0.000065,410242876.95,0.000020,1365808602.54
img_003.jpg,26.08,3DES,0.005619,4752452.92,0.005416,4929848.82
img_003.jpg,26.08,ChaCha20,0.000043,615364315.43,0.000020,1349353077.20
img_003.jpg,26.08,Camellia,0.000191,139646266.09,0.000144,185731849.76
img_004.jpg,34.67,AES,0.000120,294855418.42,0.000035,1012938682.34
img_004.jpg,34.67,3DES,0.008122,4371113.64,0.007379,4811360.55
img_004.jpg,34.67,ChaCha20,0.000057,628278423.22,0.000031,1145399894.65
img_004.jpg,34.67,Camellia,0.000294,120862001.87,0.000211,168631921.07
img_005.jpg,45.20,AES,0.000244,189760480.97,0.000078,591844426.93
img_005.jpg,45.20,3DES,0.009697,4772704.23,0.009691,4775639.55
img_005.jpg,45.20,ChaCha20,0.000082,562681078.35,0.000036,1268790666.88
img_005.jpg,45.20,Camellia,0.000288,160566560.82,0.000244,189946156.59
img_006.jpg,56.35,AES,0.000158,364462277.40,0.000039,1475627757.27
img_006.jpg,56.35,3DES,0.012045,4790145.73,0.012006,4805936.89
img_006.jpg,56.35,ChaCha20,0.000094,614220690.84,0.000043,1329686550.51
img_006.jpg,56.35,Camellia,0.000341,169114571.76,0.000328,176002147.05
img_007.jpg,65.05,AES,0.000209,318580584.21,0.000051,1317901756.38
img_007.jpg,65.05,3DES,0.014067,4735431.13,0.013771,4837257.78
img_007.jpg,65.05,ChaCha20,0.000106,630688876.64,0.000050,1330453201.68
img_007.jpg,65.05,Camellia,0.000406,164253481.69,0.000348,191366556.41
img_008.jpg,72.23,AES,0.000187,396214418.47,0.000097,760382082.51
img_008.jpg,72.23,3DES,0.018027,4103160.86,0.015269,4844105.45
img_008.jpg,72.23,ChaCha20,0.000112,658674924.98,0.000068,1080961288.03
img_008.jpg,72.23,Camellia,0.000434,170552990.47,0.000388,190679710.92
img_009.jpg,85.10,AES,0.000184,474653586.95,0.000078,1117685816.37
img_009.jpg,85.10,3DES,0.019452,4479675.22,0.018227,4780808.68
img_009.jpg,85.10,ChaCha20,0.000148,587593668.73,0.000082,1065548868.66
img_009.jpg,85.10,Camellia,0.000534,163162170.51,0.000471,184961164.96
img_010.jpg,93.04,AES,0.000255,374141342.20,0.000064,1496565368.81
img_010.jpg,93.04,3DES,0.020492,4648962.24,0.019650,4848307.43
img_010.jpg,93.04,ChaCha20,0.000140,678409089.09,0.000045,2125441241.87
img_010.jpg,93.04,Camellia,0.000596,159897140.24,0.000494,192848915.77
img_011.jpg,102.24,AES,0.000209,501286360.26,0.000092,1137634330.53
img_011.jpg,102.24,3DES,0.025583,4092362.37,0.024531,4267842.51
img_011.jpg,102.24,ChaCha20,0.000224,467156225.09,0.000136,767704285.99
img_011.jpg,102.24,Camellia,0.000706,148303563.52,0.000632,165770800.90
img_012.jpg,112.34,AES,0.000229,502081320.76,0.000131,878870945.81
img_012.jpg,112.34,3DES,0.026384,4360046.17,0.026080,4410986.32
img_012.jpg,112.34,ChaCha20,0.000196,586983149.94,0.000141,813659610.87
img_012.jpg,112.34,Camellia,0.000731,157319905.20,0.000657,175009121.96
img_013.jpg,123.52,AES,0.000253,500499173.92,0.000076,1673593452.21
img_013.jpg,123.52,3DES,0.028784,4394452.98,0.028393,4454933.53
img_013.jpg,123.52,ChaCha20,0.000226,559040173.18,0.000146,864053948.46
img_013.jpg,123.52,Camellia,0.000832,151970531.18,0.000811,156037977.75
img_014.jpg,136.63,AES,0.000229,611271748.27,0.000059,2356710354.76
img_014.jpg,136.63,3DES,0.031003,4512826.48,0.029923,4675602.78
img_014.jpg,136.63,ChaCha20,0.000174,804966911.30,0.000122,1143900347.63
img_014.jpg,136.63,Camellia,0.000852,164145700.23,0.000783,178582129.74
img_015.jpg,143.26,AES,0.000223,657385454.50,0.000203,721351448.31
img_015.jpg,143.26,3DES,0.032231,4551567.72,0.031540,4651347.34
img_015.jpg,143.26,ChaCha20,0.000207,708069948.69,0.000075,1965855544.43
img_015.jpg,143.26,Camellia,0.000903,162523186.85,0.000789,186007492.57
img_016.jpg,156.11,AES,0.000268,595445894.59,0.000267,599706688.11
img_016.jpg,156.11,3DES,0.036661,4360340.24,0.033902,4715126.14
img_016.jpg,156.11,ChaCha20,0.000222,720163348.35,0.000105,1527271246.72
img_016.jpg,156.11,Camellia,0.000969,164978365.48,0.000865,184703051.60
img_017.jpg,166.83,AES,0.000428,399396402.80,0.000451,379109601.39
img_017.jpg,166.83,3DES,0.038251,4466006.47,0.036615,4665614.93
img_017.jpg,166.83,ChaCha20,0.000283,603637023.27,0.000082,2095079376.09
img_017.jpg,166.83,Camellia,0.001115,153265699.81,0.000929,183958189.12
img_018.jpg,177.03,AES,0.000361,501874082.39,0.000367,494047585.98
img_018.jpg,177.03,3DES,0.041015,4419857.43,0.039182,4626623.07
img_018.jpg,177.03,ChaCha20,0.000279,649862593.86,0.000118,1536038858.21
img_018.jpg,177.03,Camellia,0.001210,149791023.41,0.001086,166997415.95
img_019.jpg,187.07,AES,0.000268,716078344.67,0.000241,796273441.74
img_019.jpg,187.07,3DES,0.041792,4583515.81,0.041723,4591085.16
img_019.jpg,187.07,ChaCha20,0.000232,824886963.78,0.000118,1623110914.59
img_019.jpg,187.07,Camellia,0.001289,148565070.77,0.001317,145418986.92
img_020.jpg,194.61,AES,0.000479,415634461.02,0.000392,507801276.50
img_020.jpg,194.61,3DES,0.043293,4603104.39,0.042764,4660000.01
img_020.jpg,194.61,ChaCha20,0.000500,398209100.10,0.000146,1361304399.22
img_020.jpg,194.61,Camellia,0.001221,163218297.43,0.001181,168754472.26
img_021.jpg,194.61,AES,0.000534,373309915.64,0.000396,502610283.30
img_021.jpg,194.61,3DES,0.042269,4714593.77,0.042951,4639694.15
img_021.jpg,194.61,ChaCha20,0.000334,596177532.90,0.000139,1428787865.16
img_021.jpg,194.61,Camellia,0.001373,145111267.56,0.001317,151310807.59
img_022.jpg,214.63,AES,0.000417,527373740.81,0.000344,638842203.01
img_022.jpg,214.63,3DES,0.050072,4389424.13,0.047662,4611390.79
img_022.jpg,214.63,ChaCha20,0.000343,641509602.61,0.000289,759974689.98
img_022.jpg,214.63,Camellia,0.001430,153718409.03,0.001186,185370862.45
img_023.jpg,223.37,AES,0.000610,374746316.80,0.000580,394469807.16
img_023.jpg,223.37,3DES,0.054055,4231358.70,0.050037,4571165.82
img_023.jpg,223.37,ChaCha20,0.000291,786998007.39,0.000146,1562460213.37
img_023.jpg,223.37,Camellia,0.001375,166351754.99,0.001229,186100983.71
img_024.jpg,233.78,AES,0.000433,552904424.32,0.000446,536364548.38
img_024.jpg,233.78,3DES,0.051278,4668485.11,0.052667,4545338.81
img_024.jpg,233.78,ChaCha20,0.000340,704119519.33,0.000242,991188977.85
img_024.jpg,233.78,Camellia,0.001884,127033708.83,0.001925,124374388.03
img_025.jpg,260.88,AES,0.000596,448370929.76,0.000496,538950915.57
img_025.jpg,260.88,3DES,0.059018,4526492.71,0.057489,4646880.06
img_025.jpg,260.88,ChaCha20,0.000430,620763963.14,0.000362,738128427.85
img_025.jpg,260.88,Camellia,0.001747,152882924.47,0.001446,184714631.30
img_026.jpg,257.04,AES,0.000422,624062169.94,0.000553,476257971.80
img_026.jpg,257.04,3DES,0.056237,4680340.60,0.055298,4759787.09
img_026.jpg,257.04,ChaCha20,0.000267,987447208.07,0.000109,2410406066.86
img_026.jpg,257.04,Camellia,0.001513,173962492.69,0.001354,194360207.50
img_027.jpg,267.60,AES,0.000494,554692655.44,0.000581,471420501.26
img_027.jpg,267.60,3DES,0.059718,4588574.44,0.060482,4530620.12
img_027.jpg,267.60,ChaCha20,0.000313,874675176.62,0.000332,824478609.81
img_027.jpg,267.60,Camellia,0.001870,146541270.19,0.001717,159628219.73
img_028.jpg,274.17,AES,0.000678,414051839.28,0.000577,486596459.05
img_028.jpg,274.17,3DES,0.060567,4635401.26,0.060787,4618656.53
img_028.jpg,274.17,ChaCha20,0.000436,644181307.94,0.000333,842922999.94
img_028.jpg,274.17,Camellia,0.001915,146572495.76,0.001693,165877367.36
img_029.jpg,286.94,AES,0.000471,623688335.03,0.000449,653797427.06
img_029.jpg,286.94,3DES,0.061230,4798760.80,0.062744,4682953.35
img_029.jpg,286.94,ChaCha20,0.000329,894345537.02,0.000188,1560010316.48
img_029.jpg,286.94,Camellia,0.001796,163579526.15,0.001683,174611525.93
img_030.jpg,295.25,AES,0.000618,489236758.12,0.000666,454191145.08
img_030.jpg,295.25,3DES,0.066585,4540642.93,0.064852,4661967.12
img_030.jpg,295.25,ChaCha20,0.000682,443392194.77,0.000751,402827724.60
img_030.jpg,295.25,Camellia,0.002711,111520682.18,0.002524,119790447.48
img_031.jpg,302.25,AES,0.001117,277029035.32,0.000824,375624438.52
img_031.jpg,302.25,3DES,0.069693,4440956.02,0.063954,4839503.36
img_031.jpg,302.25,ChaCha20,0.000420,736334690.60,0.000362,854051354.95
img_031.jpg,302.25,Camellia,0.002029,152509170.53,0.001817,170339595.79
img_032.jpg,313.63,AES,0.000688,466903815.19,0.000748,429533643.76
img_032.jpg,313.63,3DES,0.067048,4789923.54,0.067821,4735299.52
img_032.jpg,313.63,ChaCha20,0.000453,708956582.53,0.000407,789576498.72
img_032.jpg,313.63,Camellia,0.002084,154085736.31,0.001898,169180797.14
img_033.jpg,352.21,AES,0.000785,459243181.78,0.000715,504417152.64
img_033.jpg,352.21,3DES,0.077929,4628161.68,0.076073,4741053.93
img_033.jpg,352.21,ChaCha20,0.000460,783400849.70,0.000410,878993051.00
img_033.jpg,352.21,Camellia,0.002516,143361167.62,0.002534,142336003.08
img_034.jpg,323.57,AES,0.000730,454002920.16,0.000599,553446012.99
img_034.jpg,323.57,3DES,0.069420,4772872.40,0.069865,4742414.57
img_034.jpg,323.57,ChaCha20,0.000441,752003754.67,0.000319,1038641957.12
img_034.jpg,323.57,Camellia,0.002113,156780566.18,0.001958,169228316.93
img_035.jpg,341.06,AES,0.000639,546371847.54,0.000490,712462511.32
img_035.jpg,341.06,3DES,0.073850,4729064.25,0.073105,4777261.15
img_035.jpg,341.06,ChaCha20,0.000487,716645265.78,0.000408,855121379.61
img_035.jpg,341.06,Camellia,0.002315,150841615.00,0.002088,167236319.59
img_036.jpg,356.99,AES,0.000712,513480573.69,0.000609,600333983.17
img_036.jpg,356.99,3DES,0.079899,4575222.06,0.076913,4752872.78
img_036.jpg,356.99,ChaCha20,0.000470,778301011.69,0.000429,851334254.87
img_036.jpg,356.99,Camellia,0.002314,157953331.93,0.002387,153141529.47
img_037.jpg,362.62,AES,0.000745,498228571.88,0.000692,536316293.29
img_037.jpg,362.62,3DES,0.079941,4645037.57,0.082197,4517513.63
img_037.jpg,362.62,ChaCha20,0.000515,721715716.27,0.000399,929828367.59
img_037.jpg,362.62,Camellia,0.002418,153565619.77,0.002393,155203040.93
img_038.jpg,377.53,AES,0.001878,205823303.30,0.001290,299607535.73
img_038.jpg,377.53,3DES,0.084529,4573451.26,0.081162,4763205.08
img_038.jpg,377.53,ChaCha20,0.000559,692051209.29,0.000459,842325186.16
img_038.jpg,377.53,Camellia,0.002464,156876546.38,0.002321,166595703.62
img_039.jpg,383.77,AES,0.000757,518977768.14,0.000613,640852796.12
img_039.jpg,383.77,3DES,0.083590,4701266.37,0.082202,4780652.57
img_039.jpg,383.77,ChaCha20,0.000559,702588828.48,0.000494,795882854.47
img_039.jpg,383.77,Camellia,0.002546,154376078.64,0.002318,169558007.57
img_040.jpg,443.04,AES,0.000886,511934155.45,0.000680,666967842.91
img_040.jpg,443.04,3DES,0.098867,4588763.46,0.094832,4784010.36
img_040.jpg,443.04,ChaCha20,0.000603,752713313.22,0.000494,917482765.58
img_040.jpg,443.04,Camellia,0.002869,158136728.65,0.002921,155322770.04
img_041.jpg,407.11,AES,0.000899,463549540.99,0.000600,694403839.80
img_041.jpg,407.11,3DES,0.086053,4844427.40,0.090061,4628819.70
img_041.jpg,407.11,ChaCha20,0.000871,478781179.79,0.000582,716308426.30
img_041.jpg,407.11,Camellia,0.002903,143579312.58,0.002738,152229572.40
img_042.jpg,417.41,AES,0.001227,348312214.90,0.000890,479990085.71
img_042.jpg,417.41,3DES,0.093490,4571917.04,0.092743,4608739.95
img_042.jpg,417.41,ChaCha20,0.000551,776423980.13,0.000561,762229153.96
img_042.jpg,417.41,Camellia,0.002959,144472799.59,0.003191,133968238.69
img_043.jpg,438.70,AES,0.000896,501388975.21,0.000731,614352712.37
img_043.jpg,438.70,3DES,0.103294,4349086.01,0.093404,4809590.92
img_043.jpg,438.70,ChaCha20,0.000588,764389358.55,0.000458,980853601.68
img_043.jpg,438.70,Camellia,0.002855,157372401.97,0.002667,168444463.51
img_044.jpg,437.55,AES,0.000792,565526730.15,0.000781,573465158.46
img_044.jpg,437.55,3DES,0.095238,4704511.45,0.096242,4655434.61
img_044.jpg,437.55,ChaCha20,0.000770,581629626.83,0.000529,846506902.83
img_044.jpg,437.55,Camellia,0.003057,146564133.85,0.002775,161433323.97
img_045.jpg,444.60,AES,0.000773,589187768.99,0.000813,559659308.12
img_045.jpg,444.60,3DES,0.097500,4669495.65,0.096259,4729659.76
img_045.jpg,444.60,ChaCha20,0.000614,741575751.18,0.000576,790052775.88
img_045.jpg,444.60,Camellia,0.003020,150750577.03,0.002859,159235953.91
img_046.jpg,450.95,AES,0.000994,464463344.53,0.000877,526307648.56
img_046.jpg,450.95,3DES,0.097430,4739503.07,0.096456,4787406.06
img_046.jpg,450.95,ChaCha20,0.000655,705321247.88,0.000469,985153686.01
img_046.jpg,450.95,Camellia,0.003132,147454293.62,0.003188,144851704.94
img_047.jpg,464.82,AES,0.001227,387870034.81,0.000788,603861787.41
img_047.jpg,464.82,3DES,0.101832,4674062.95,0.103050,4618825.12
img_047.jpg,464.82,ChaCha20,0.000600,793153384.66,0.000489,972414549.04
img_047.jpg,464.82,Camellia,0.003176,149877407.60,0.003230,147355112.87
img_048.jpg,546.65,AES,0.001161,482003112.60,0.001006,556359516.94
img_048.jpg,546.65,3DES,0.121789,4596221.29,0.119072,4701080.57
img_048.jpg,546.65,ChaCha20,0.000674,830211160.35,0.000624,896805638.45
img_048.jpg,546.65,Camellia,0.003575,156585111.48,0.003401,164575715.79
img_049.jpg,485.48,AES,0.000929,535190391.33,0.000819,607016525.36
img_049.jpg,485.48,3DES,0.105251,4723238.02,0.104743,4746170.28
img_049.jpg,485.48,ChaCha20,0.000602,825782877.07,0.000647,768842833.56
img_049.jpg,485.48,Camellia,0.003449,144138100.69,0.003178,156421737.78
img_050.jpg,493.45,AES,0.000934,541204454.90,0.000729,693506755.69
img_050.jpg,493.45,3DES,0.105468,4790979.02,0.107204,4713389.30
img_050.jpg,493.45,ChaCha20,0.000659,767326808.61,0.000596,847742658.15
img_050.jpg,493.45,Camellia,0.003468,145690289.78,0.003027,166931052.72
img_051.jpg,499.74,AES,0.001002,510913351.97,0.000797,641850176.92
img_051.jpg,499.74,3DES,0.110320,4638603.96,0.111070,4607249.32
img_051.jpg,499.74,ChaCha20,0.001046,489251650.70,0.000757,676227785.64
img_051.jpg,499.74,Camellia,0.003780,135373509.40,0.003469,147515257.16
img_052.jpg,543.94,AES,0.000849,656422128.82,0.000685,813159191.26
img_052.jpg,543.94,3DES,0.120958,4604868.50,0.120661,4616205.79
img_052.jpg,543.94,ChaCha20,0.000623,893728521.99,0.000548,1017068505.22
img_052.jpg,543.94,Camellia,0.003879,143607472.12,0.003568,156111350.25
img_053.jpg,518.97,AES,0.000762,697863112.22,0.000723,734665385.77
img_053.jpg,518.97,3DES,0.115725,4592169.49,0.112407,4727702.83
img_053.jpg,518.97,ChaCha20,0.000648,819476022.21,0.000558,952960573.07
img_053.jpg,518.97,Camellia,0.003591,147986640.58,0.003172,167541700.27
img_054.jpg,532.64,AES,0.001329,410493890.81,0.001150,474131078.45
img_054.jpg,532.64,3DES,0.115108,4738403.91,0.114688,4755740.64
img_054.jpg,532.64,ChaCha20,0.000612,891883997.47,0.000537,1015393898.58
img_054.jpg,532.64,Camellia,0.003710,147004398.76,0.003362,162212469.23
img_055.jpg,543.39,AES,0.000880,631969060.53,0.000827,672776517.89
img_055.jpg,543.39,3DES,0.116260,4786152.03,0.117000,4755878.44
img_055.jpg,543.39,ChaCha20,0.000603,922110525.70,0.000548,1014722495.89
img_055.jpg,543.39,Camellia,0.003574,155673808.73,0.003694,150620312.39
img_056.jpg,628.12,AES,0.001041,617898985.95,0.001137,565683995.11
img_056.jpg,628.12,3DES,0.141340,4550663.30,0.139870,4598500.27
img_056.jpg,628.12,ChaCha20,0.000764,841730724.70,0.000621,1036001141.58
img_056.jpg,628.12,Camellia,0.004146,155149929.42,0.003993,161078754.04
img_057.jpg,621.63,AES,0.000886,718293460.89,0.000875,727888984.22
img_057.jpg,621.63,3DES,0.131627,4836051.16,0.133071,4783552.53
img_057.jpg,621.63,ChaCha20,0.000728,874802357.18,0.000656,970518645.62
img_057.jpg,621.63,Camellia,0.004122,154427485.34,0.003820,166649821.74
img_058.jpg,594.08,AES,0.003132,194241360.14,0.001924,316177757.96
img_058.jpg,594.08,3DES,0.127227,4781504.99,0.124260,4895669.70
img_058.jpg,594.08,ChaCha20,0.000733,829773823.33,0.000554,1098860683.36
img_058.jpg,594.08,Camellia,0.003898,156077471.66,0.003758,161890394.44
img_059.jpg,587.95,AES,0.000941,639784913.82,0.000993,606589251.71
img_059.jpg,587.95,3DES,0.128132,4698759.93,0.127402,4725693.55
img_059.jpg,587.95,ChaCha20,0.000742,811449567.75,0.000595,1011711159.79
img_059.jpg,587.95,Camellia,0.003905,154174922.45,0.003851,156351374.83
img_060.jpg,647.91,AES,0.001090,608916572.76,0.001002,662243869.00
img_060.jpg,647.91,3DES,0.140306,4728641.43,0.136365,4865319.60
img_060.jpg,647.91,ChaCha20,0.000748,887356102.53,0.000700,948448785.80
img_060.jpg,647.91,Camellia,0.004219,157252980.20,0.004298,154348479.53
img_061.jpg,674.23,AES,0.001841,375004562.33,0.001216,567801025.56
img_061.jpg,674.23,3DES,0.142852,4833050.82,0.141411,4882275.87
img_061.jpg,674.23,ChaCha20,0.000794,869605174.28,0.000726,950684579.89
img_061.jpg,674.23,Camellia,0.004522,152666872.12,0.004020,171724202.71
img_062.jpg,690.59,AES,0.001403,504006384.21,0.001514,467098830.09
img_062.jpg,690.59,3DES,0.146160,4838325.80,0.153151,4617454.91
img_062.jpg,690.59,ChaCha20,0.000813,869307611.69,0.000699,1011277726.24
img_062.jpg,690.59,Camellia,0.004641,152372216.74,0.004168,169684071.57
img_063.jpg,623.74,AES,0.001021,625334109.46,0.001203,530796775.30
img_063.jpg,623.74,3DES,0.135200,4724155.04,0.135210,4723821.84
img_063.jpg,623.74,ChaCha20,0.000911,701290922.76,0.000703,908420252.60
img_063.jpg,623.74,Camellia,0.004275,149410559.11,0.003854,165734429.90
img_064.jpg,635.20,AES,0.000916,710273332.72,0.000973,668666635.04
img_064.jpg,635.20,3DES,0.135034,4816904.56,0.132899,4894271.40
img_064.jpg,635.20,ChaCha20,0.000732,888072874.67,0.000681,954569583.97
img_064.jpg,635.20,Camellia,0.004128,157569589.41,0.003908,166432398.18
img_065.jpg,688.47,AES,0.001605,439172222.08,0.001336,527743453.73
img_065.jpg,688.47,3DES,0.145834,4834195.02,0.143298,4919765.89
img_065.jpg,688.47,ChaCha20,0.000877,804173666.38,0.000739,953853732.67
img_065.jpg,688.47,Camellia,0.004497,156784017.56,0.004187,168362271.32
img_066.jpg,656.24,AES,0.004369,153823575.48,0.002301,292043246.65
img_066.jpg,656.24,3DES,0.146147,4598014.59,0.140210,4792698.62
img_066.jpg,656.24,ChaCha20,0.000786,854870904.90,0.000677,992432877.97
img_066.jpg,656.24,Camellia,0.004776,140707372.25,0.004236,158655185.67
img_067.jpg,630.24,AES,0.001297,497677805.46,0.001548,417018885.21
img_067.jpg,630.24,3DES,0.139907,4612823.80,0.133787,4823841.27
img_067.jpg,630.24,ChaCha20,0.000640,1008896602.26,0.000534,1208423921.37
img_067.jpg,630.24,Camellia,0.004276,150935072.15,0.003936,163983133.45
img_068.jpg,713.60,AES,0.001356,538932294.04,0.001160,629732475.08
img_068.jpg,713.60,3DES,0.151032,4838246.11,0.152650,4786959.02
img_068.jpg,713.60,ChaCha20,0.000886,825008871.12,0.000681,1072396065.86
img_068.jpg,713.60,Camellia,0.004600,158852905.37,0.004409,165733410.28
img_069.jpg,682.44,AES,0.001095,638160659.68,0.000963,725692475.83
img_069.jpg,682.44,3DES,0.147493,4738012.46,0.147704,4731244.02
img_069.jpg,682.44,ChaCha20,0.000684,1021991600.38,0.000520,1343911925.67
img_069.jpg,682.44,Camellia,0.004585,152429762.85,0.004428,157813595.54
img_070.jpg,703.15,AES,0.001296,555558557.86,0.001068,674411862.55
img_070.jpg,703.15,3DES,0.150693,4778121.26,0.153347,4695401.21
img_070.jpg,703.15,ChaCha20,0.000759,948497588.10,0.000677,1064135419.49
img_070.jpg,703.15,Camellia,0.004586,157006307.28,0.004256,169179111.56
img_071.jpg,776.85,AES,0.004059,195990581.89,0.001827,435466414.28
img_071.jpg,776.85,3DES,0.164648,4831481.28,0.163051,4878800.95
img_071.jpg,776.85,ChaCha20,0.001066,745929726.40,0.000901,882450057.17
