Archivo,Tamaño (KB),Algoritmo,Tiempo Encrypt (s),Velocidad Encrypt (bytes/s),Tiempo Decrypt (s),Velocidad Decrypt (bytes/s)
img_071.jpg,776.85,Camellia,0.004981,159719658.51,0.004842,164297009.36
img_072.jpg,713.68,AES,0.001342,544445988.92,0.001049,696643390.37
img_072.jpg,713.68,3DES,0.150285,4862821.52,0.153108,4773142.42
img_072.jpg,713.68,ChaCha20,0.000883,827769623.99,0.000788,927172086.40
img_072.jpg,713.68,Camellia,0.004793,152461124.98,0.004545,160794781.39
img_073.jpg,829.75,AES,0.001527,556487994.04,0.001182,718642692.85
img_073.jpg,829.75,3DES,0.179542,4732407.74,0.174032,4882222.63
img_073.jpg,829.75,ChaCha20,0.001111,764753028.72,0.000819,1037783667.40
img_073.jpg,829.75,Camellia,0.005519,153941646.39,0.005442,156133586.59
img_074.jpg,785.73,AES,0.005375,149699422.61,0.003109,258754338.59
img_074.jpg,785.73,3DES,0.165954,4848230.81,0.164804,4882058.45
img_074.jpg,785.73,ChaCha20,0.000928,867079672.11,0.000979,821488335.89
img_074.jpg,785.73,Camellia,0.005157,156003794.56,0.005054,159182739.80
img_075.jpg,822.43,AES,0.001335,630657526.40,0.001385,608075883.18
img_075.jpg,822.43,3DES,0.182465,4615507.89,0.176413,4773860.17
img_075.jpg,822.43,ChaCha20,0.001152,731176320.72,0.000903,932993345.32
img_075.jpg,822.43,Camellia,0.005994,140511269.56,0.005587,150747388.42
img_076.jpg,713.51,AES,0.001189,614621161.00,0.000998,732433343.39
img_076.jpg,713.51,3DES,0.150992,4838894.80,0.149320,4893063.35
img_076.jpg,713.51,ChaCha20,0.000747,977512315.39,0.000767,953188525.27
img_076.jpg,713.51,Camellia,0.004512,161937281.16,0.004055,180201170.69
img_077.jpg,840.50,AES,0.001618,531808458.75,0.001103,780353613.92
img_077.jpg,840.50,3DES,0.177545,4847619.80,0.176244,4883418.61
img_077.jpg,840.50,ChaCha20,0.000961,895538530.88,0.000920,935696168.48
img_077.jpg,840.50,Camellia,0.005451,157886451.10,0.005176,166271282.67
img_078.jpg,777.33,AES,0.001818,437791067.51,0.001378,577511620.97
img_078.jpg,777.33,3DES,0.169884,4685437.85,0.167014,4765969.05
img_078.jpg,777.33,ChaCha20,0.000851,935180582.87,0.000752,1058862886.40
img_078.jpg,777.33,Camellia,0.005225,152335950.03,0.004727,168386275.32
img_079.jpg,774.50,AES,0.001288,615556023.99,0.001159,684457768.24
img_079.jpg,774.50,3DES,0.165936,4779513.26,0.166495,4763443.11
img_079.jpg,774.50,ChaCha20,0.001105,717683873.50,0.000992,799630950.40
img_079.jpg,774.50,Camellia,0.005400,146863786.03,0.004998,158667529.39
img_080.jpg,778.72,AES,0.001324,602412200.21,0.001327,600789031.00
img_080.jpg,778.72,3DES,0.165900,4806574.72,0.167599,4757850.04
img_080.jpg,778.72,ChaCha20,0.001141,698828360.96,0.000869,917583686.02
img_080.jpg,778.72,Camellia,0.005251,151868162.17,0.004873,163629771.80
img_081.jpg,894.38,AES,0.002078,440773944.90,0.001747,524129476.03
img_081.jpg,894.38,3DES,0.196311,4665297.04,0.189666,4828740.22
img_081.jpg,894.38,ChaCha20,0.001054,869082563.30,0.001455,629316010.78
img_081.jpg,894.38,Camellia,0.006375,143655382.57,0.005846,156655312.99
img_082.jpg,812.55,AES,0.001746,476433424.92,0.001163,715578191.00
img_082.jpg,812.55,3DES,0.171572,4849560.73,0.170897,4868720.96
img_082.jpg,812.55,ChaCha20,0.000967,860634978.42,0.000894,930633290.00
img_082.jpg,812.55,Camellia,0.005301,156947060.51,0.005165,161105846.07
img_083.jpg,772.95,AES,0.001462,541213596.17,0.001188,666359734.83
img_083.jpg,772.95,3DES,0.165686,4777136.60,0.166600,4750932.28
img_083.jpg,772.95,ChaCha20,0.000986,803048911.20,0.000907,872484677.77
img_083.jpg,772.95,Camellia,0.005242,151003147.55,0.004774,165782981.22
img_084.jpg,786.48,AES,0.001402,574278798.41,0.001472,547295510.73
img_084.jpg,786.48,3DES,0.170994,4709861.41,0.164852,4885323.23
img_084.jpg,786.48,ChaCha20,0.000936,860613475.73,0.001095,735767347.47
img_084.jpg,786.48,Camellia,0.005096,158023385.68,0.005032,160052494.30
img_085.jpg,926.24,AES,0.001546,613440728.80,0.001802,526351300.12
img_085.jpg,926.24,3DES,0.195688,4846849.40,0.193520,4901129.04
img_085.jpg,926.24,ChaCha20,0.001002,946956230.96,0.000819,1157452175.23
img_085.jpg,926.24,Camellia,0.006130,154732132.49,0.005500,172461227.13
img_086.jpg,826.80,AES,0.003874,218527626.29,0.001585,534076391.51
img_086.jpg,826.80,3DES,0.180314,4695386.59,0.178867,4733351.54
img_086.jpg,826.80,ChaCha20,0.001037,816714334.68,0.000854,991366255.49
img_086.jpg,826.80,Camellia,0.005352,158198152.41,0.005128,165112471.62
img_087.jpg,941.81,AES,0.001637,589054479.28,0.001550,622026312.36
img_087.jpg,941.81,3DES,0.198443,4859890.01,0.198570,4856785.70
img_087.jpg,941.81,ChaCha20,0.001051,917866373.78,0.000931,1035595778.10
img_087.jpg,941.81,Camellia,0.006460,149285396.71,0.005888,163806475.63
img_088.jpg,876.69,AES,0.001652,543338492.45,0.001315,682620694.83
img_088.jpg,876.69,3DES,0.185693,4834468.88,0.189010,4749624.10
img_088.jpg,876.69,ChaCha20,0.000958,936650684.75,0.000918,978009286.42
img_088.jpg,876.69,Camellia,0.006012,149329199.00,0.005352,167720968.94
img_089.jpg,884.63,AES,0.001530,592094934.23,0.001441,628427587.32
img_089.jpg,884.63,3DES,0.192511,4705515.50,0.192668,4701695.68
img_089.jpg,884.63,ChaCha20,0.000989,916198020.97,0.000947,956564247.98
img_089.jpg,884.63,Camellia,0.006150,147283528.82,0.005707,158734675.51
img_090.jpg,965.91,AES,0.002082,475153008.89,0.001657,597087063.99
img_090.jpg,965.91,3DES,0.203810,4853026.20,0.202413,4886506.47
img_090.jpg,965.91,ChaCha20,0.001048,943927399.45,0.000947,1044188502.54
img_090.jpg,965.91,Camellia,0.006048,163541645.47,0.005697,173601745.85
img_091.jpg,823.60,AES,0.001523,553745960.08,0.001301,648337462.05
img_091.jpg,823.60,3DES,0.179298,4703701.30,0.177223,4758772.97
img_091.jpg,823.60,ChaCha20,0.001001,842622485.22,0.000815,1035214864.78
img_091.jpg,823.60,Camellia,0.005320,158518001.03,0.005202,162136370.40
img_092.jpg,890.94,AES,0.001560,584831364.75,0.001526,597711905.59
img_092.jpg,890.94,3DES,0.189432,4816083.37,0.185884,4908025.14
img_092.jpg,890.94,ChaCha20,0.000980,931034457.32,0.001037,879869307.79
img_092.jpg,890.94,Camellia,0.005862,155639454.14,0.005322,171417444.77
img_093.jpg,927.33,AES,0.001882,504542253.92,0.001432,663256711.48
img_093.jpg,927.33,3DES,0.196202,4839848.53,0.200109,4745359.97
img_093.jpg,927.33,ChaCha20,0.001121,847416287.75,0.001154,823074303.05
img_093.jpg,927.33,Camellia,0.006502,146052678.86,0.005883,161419168.05
img_094.jpg,879.34,AES,0.001795,501694028.72,0.001429,630088863.56
img_094.jpg,879.34,3DES,0.190148,4735520.29,0.186682,4823426.57
img_094.jpg,879.34,ChaCha20,0.001223,736352631.74,0.001019,883864415.68
img_094.jpg,879.34,Camellia,0.006133,146818249.42,0.005503,163630373.39
img_095.jpg,879.80,AES,0.001344,670224931.78,0.001257,716890185.05
img_095.jpg,879.80,3DES,0.186416,4832850.10,0.184361,4886724.54
img_095.jpg,879.80,ChaCha20,0.000917,982764152.24,0.000854,1054626895.16
img_095.jpg,879.80,Camellia,0.006402,140734754.76,0.005690,158344291.21
img_096.jpg,981.51,AES,0.001847,544150712.13,0.001823,551410800.11
img_096.jpg,981.51,3DES,0.215237,4669556.55,0.216127,4650322.08
img_096.jpg,981.51,ChaCha20,0.001042,964653447.79,0.000978,1027177282.37
img_096.jpg,981.51,Camellia,0.006380,157542998.99,0.005968,168399135.81
img_097.jpg,1087.54,AES,0.001761,632406889.99,0.001651,674603883.52
img_097.jpg,1087.54,3DES,0.232115,4797806.50,0.231755,4805249.60
img_097.jpg,1087.54,ChaCha20,0.001022,1090071712.83,0.000893,1247251612.68
img_097.jpg,1087.54,Camellia,0.006993,159260707.47,0.006958,160051990.46
img_098.jpg,1078.69,AES,0.005982,184637300.59,0.002377,464779208.12
img_098.jpg,1078.69,3DES,0.240685,4589293.32,0.230293,4796394.67
img_098.jpg,1078.69,ChaCha20,0.000969,1139429204.75,0.000889,1242402560.07
img_098.jpg,1078.69,Camellia,0.006995,157904538.05,0.006429,171812317.69
img_099.jpg,1065.44,AES,0.001601,681464779.69,0.001525,715229133.42
img_099.jpg,1065.44,3DES,0.224450,4860821.82,0.222474,4903995.61
img_099.jpg,1065.44,ChaCha20,0.001112,980929473.88,0.000983,1109880183.28
img_099.jpg,1065.44,Camellia,0.007080,154096039.72,0.006387,170811347.36
img_100.jpg,935.46,AES,0.001539,622327906.97,0.001376,696196320.82
img_100.jpg,935.46,3DES,0.197943,4839297.07,0.209994,4561590.97
img_100.jpg,935.46,ChaCha20,0.001019,940044213.25,0.000957,1001432943.03
img_100.jpg,935.46,Camellia,0.006554,146147792.64,0.006183,154922070.16
text_001.txt,0.32,AES,0.000107,3101356.19,0.000085,3900585.23
text_001.txt,0.32,3DES,0.000354,938348.33,0.000319,1039961.86
text_001.txt,0.32,ChaCha20,0.000018,18566785.71,0.000008,39785969.37
text_001.txt,0.32,Camellia,0.000015,21757952.00,0.000010,34812723.20
text_002.txt,0.65,AES,0.000027,24363435.41,0.000011,59612661.11
text_002.txt,0.65,3DES,0.000170,3924082.73,0.000148,4519024.31
text_002.txt,0.65,ChaCha20,0.000013,50032054.86,0.000008,80051287.77
text_002.txt,0.65,Camellia,0.000015,45931066.75,0.000011,62262112.71
text_003.txt,0.98,AES,0.000036,28262290.04,0.000014,70184686.93
text_003.txt,0.98,3DES,0.000235,4270873.44,0.000218,4602274.55
text_003.txt,0.98,ChaCha20,0.000015,65798144.00,0.000009,113813005.84
text_003.txt,0.98,Camellia,0.000018,54689366.44,0.000014,71374257.90
text_004.txt,1.31,AES,0.000028,47630231.86,0.000013,106044667.17
text_004.txt,1.31,3DES,0.000294,4554592.67,0.000285,4707175.34
text_004.txt,1.31,ChaCha20,0.000014,95260463.73,0.000008,160581924.57
text_004.txt,1.31,Camellia,0.000018,73952202.11,0.000015,86467190.15
text_005.txt,1.64,AES,0.000022,74783547.91,0.000011,146451114.67
text_005.txt,1.64,3DES,0.000371,4523586.55,0.000354,4740157.45
text_005.txt,1.64,ChaCha20,0.000012,137836343.22,0.000008,213019803.15
text_005.txt,1.64,Camellia,0.000021,81740157.02,0.000017,100423621.49
text_006.txt,1.96,AES,0.000105,19179408.29,0.000035,57407752.71
text_006.txt,1.96,3DES,0.000775,2594999.89,0.000609,3305499.27
text_006.txt,1.96,ChaCha20,0.000023,86999377.81,0.000034,59850635.80
text_006.txt,1.96,Camellia,0.000034,58603747.56,0.000026,78868594.84
text_007.txt,2.29,AES,0.000098,23961619.93,0.000035,67453601.32
text_007.txt,2.29,3DES,0.001156,2031399.71,0.000995,2359987.01
text_007.txt,2.29,ChaCha20,0.000045,51832767.33,0.000021,110654222.38
text_007.txt,2.29,Camellia,0.000046,51561391.58,0.000034,69353702.76
text_008.txt,2.62,AES,0.000072,37525039.79,0.000028,94600940.64
text_008.txt,2.62,3DES,0.001055,2544645.56,0.000854,3142800.65
text_008.txt,2.62,ChaCha20,0.000021,129396688.92,0.000012,216490614.15
text_008.txt,2.62,Camellia,0.000038,70801961.86,0.000031,86596245.66
text_009.txt,2.95,AES,0.000058,51913106.89,0.000023,133334716.63
text_009.txt,2.95,3DES,0.000986,3064053.72,0.000792,3815300.63
text_009.txt,2.95,ChaCha20,0.000017,175927751.11,0.000010,287881774.55
text_009.txt,2.95,Camellia,0.000036,85012067.65,0.000027,111112263.86
text_010.txt,3.28,AES,0.000037,90231309.13,0.000015,223429908.32
text_010.txt,3.28,3DES,0.000791,4244898.74,0.000699,4802485.24
text_010.txt,3.28,ChaCha20,0.000019,175951052.80,0.000010,343319127.41
text_010.txt,3.28,Camellia,0.000033,100543458.74,0.000026,130334113.19
text_011.txt,3.61,AES,0.000059,62441009.55,0.000024,151817356.55
text_011.txt,3.61,3DES,0.001243,2969390.29,0.001198,3081052.60
text_011.txt,3.61,ChaCha20,0.000024,156417882.51,0.000015,249764038.19
text_011.txt,3.61,Camellia,0.000053,69131117.71,0.000044,83254679.40
text_012.txt,3.93,AES,0.000058,69240395.54,0.000024,170653096.08
text_012.txt,3.93,3DES,0.001293,3115370.92,0.001025,3928076.38
text_012.txt,3.93,ChaCha20,0.000016,248450831.06,0.000010,412064792.98
text_012.txt,3.93,Camellia,0.000038,106255701.33,0.000032,126079526.21
text_013.txt,4.26,AES,0.000072,60609081.64,0.000026,164900384.29
text_013.txt,4.26,3DES,0.001697,2572223.53,0.001800,2424684.42
text_013.txt,4.26,ChaCha20,0.000027,163428059.43,0.000015,285999104.00
text_013.txt,4.26,Camellia,0.000067,65138585.96,0.000057,76585534.13
text_014.txt,4.59,AES,0.000080,58496227.89,0.000031,151640221.54
text_014.txt,4.59,3DES,0.001853,2536768.60,0.001366,3441555.31
text_014.txt,4.59,ChaCha20,0.000020,234681295.24,0.000011,419430400.00
text_014.txt,4.59,Camellia,0.000049,95232989.37,0.000037,126366851.28
text_015.txt,4.92,AES,0.000069,73088287.00,0.000029,174566239.21
text_015.txt,4.92,3DES,0.001754,2871467.50,0.001275,3948871.74
text_015.txt,4.92,ChaCha20,0.000016,320038105.21,0.000013,398538017.81
text_015.txt,4.92,Camellia,0.000042,120700085.39,0.000035,144674759.89
text_016.txt,5.25,AES,0.000061,87672377.77,0.000021,258986219.40
text_016.txt,5.25,3DES,0.001455,3692527.22,0.001124,4778748.91
text_016.txt,5.25,ChaCha20,0.000014,375530018.13,0.000009,625883363.56
text_016.txt,5.25,Camellia,0.000041,130998843.53,0.000035,152241899.24
text_017.txt,5.57,AES,0.000070,81432269.50,0.000021,275184910.71
text_017.txt,5.57,3DES,0.001386,4119251.07,0.001148,4973221.28
text_017.txt,5.57,ChaCha20,0.000016,357329660.18,0.000010,570025886.48
text_017.txt,5.57,Camellia,0.000044,130825613.29,0.000038,151525868.56
text_018.txt,5.90,AES,0.000030,204438494.97,0.000012,487507180.31
text_018.txt,5.90,3DES,0.001624,3720882.63,0.001217,4965793.02
text_018.txt,5.90,ChaCha20,0.000017,357047512.34,0.000010,618301789.66
text_018.txt,5.90,Camellia,0.000046,130672027.71,0.000038,157455735.25
text_019.txt,6.23,AES,0.000028,228715038.63,0.000012,514608836.92
text_019.txt,6.23,3DES,0.001288,4951824.49,0.001268,5032849.26
text_019.txt,6.23,ChaCha20,0.000015,424756500.32,0.000010,622317663.26
text_019.txt,6.23,Camellia,0.000046,137229023.18,0.000040,158341180.59
text_020.txt,6.56,AES,0.000032,211796583.94,0.000014,485671476.97
text_020.txt,6.56,3DES,0.001415,4747041.74,0.001406,4776826.46
text_020.txt,6.56,ChaCha20,0.000025,265744770.42,0.000010,670689182.48
text_020.txt,6.56,Camellia,0.000053,126887142.63,0.000043,154774426.73
text_021.txt,6.89,AES,0.000052,134446508.22,0.000023,301818691.92
text_021.txt,6.89,3DES,0.001535,4594319.95,0.001514,4658722.92
text_021.txt,6.89,ChaCha20,0.000033,215899502.25,0.000013,537786032.87
text_021.txt,6.89,Camellia,0.000065,109144766.82,0.000050,142203037.54
text_022.txt,7.21,AES,0.000036,206583453.01,0.000015,507992097.57
text_022.txt,7.21,3DES,0.001633,4525046.43,0.001599,4621553.76
text_022.txt,7.21,ChaCha20,0.000024,309875179.52,0.000011,645573290.67
text_022.txt,7.21,Camellia,0.000058,127520650.01,0.000048,154937589.76
text_023.txt,7.54,AES,0.000031,245430334.06,0.000014,549098374.51
text_023.txt,7.54,3DES,0.001623,4760035.86,0.001610,4796684.05
text_023.txt,7.54,ChaCha20,0.000015,514234985.65,0.000010,753414048.74
text_023.txt,7.54,Camellia,0.000057,136121025.61,0.000050,154270495.70
text_024.txt,7.87,AES,0.000042,193177658.51,0.000015,536604606.98
text_024.txt,7.87,3DES,0.001688,4774871.50,0.001687,4778921.44
text_024.txt,7.87,ChaCha20,0.000018,456839057.30,0.000011,751246449.78
text_024.txt,7.87,Camellia,0.000060,134685618.49,0.000051,156509677.04
text_025.txt,8.20,AES,0.000038,218729045.86,0.000015,550240256.00
text_025.txt,8.20,3DES,0.001686,4980958.47,0.001685,4983778.15
text_025.txt,8.20,ChaCha20,0.000016,525602632.60,0.000010,838461342.48
text_025.txt,8.20,Camellia,0.000058,144325313.05,0.000052,162282840.48
text_026.txt,8.53,AES,0.000033,265396105.28,0.000014,631459698.76
text_026.txt,8.53,3DES,0.001807,4831749.67,0.001773,4924655.44
text_026.txt,8.53,ChaCha20,0.000019,457808281.60,0.000010,832378693.82
text_026.txt,8.53,Camellia,0.000062,140864086.65,0.000053,165722454.88
text_027.txt,8.86,AES,0.000043,212480160.18,0.000015,603713470.98
text_027.txt,8.86,3DES,0.001827,4962675.97,0.001802,5032276.88
text_027.txt,8.86,ChaCha20,0.000019,475424358.40,0.000011,792373930.67
text_027.txt,8.86,Camellia,0.000070,129367172.35,0.000053,169794413.71
text_028.txt,9.18,AES,0.000040,237609848.29,0.000021,443182413.66
text_028.txt,9.18,3DES,0.001875,5015670.75,0.001864,5044537.00
text_028.txt,9.18,ChaCha20,0.000018,533016686.70,0.000011,857461626.43
text_028.txt,9.18,Camellia,0.000064,147176249.31,0.000055,170749934.27
text_029.txt,9.51,AES,0.000042,232116596.36,0.000015,648452713.65
text_029.txt,9.51,3DES,0.001965,4957228.61,0.002120,4595334.19
text_029.txt,9.51,ChaCha20,0.000031,319160320.00,0.000013,756528165.93
text_029.txt,9.51,Camellia,0.000072,134826801.85,0.000061,158959225.53
text_030.txt,9.84,AES,0.000042,237425882.61,0.000022,454428033.38
text_030.txt,9.84,3DES,0.002448,4116276.14,0.002046,4924470.65
text_030.txt,9.84,ChaCha20,0.000020,515387891.51,0.000011,880454314.67
text_030.txt,9.84,Camellia,0.000080,125405955.80,0.000071,141818144.64
text_031.txt,10.17,AES,0.000089,117395411.96,0.000028,376474941.79
text_031.txt,10.17,3DES,0.002437,4272265.04,0.002331,4466260.30
text_031.txt,10.17,ChaCha20,0.000037,279942905.44,0.000015,715919561.44
text_031.txt,10.17,Camellia,0.000081,128444391.91,0.000063,165420807.76
text_032.txt,10.50,AES,0.000038,285318856.91,0.000027,395441924.49
text_032.txt,10.50,3DES,0.002150,4999487.57,0.002164,4966987.59
text_032.txt,10.50,ChaCha20,0.000017,644005419.89,0.000012,883929007.69
text_032.txt,10.50,Camellia,0.000071,150770499.64,0.000064,167585053.50
text_033.txt,10.82,AES,0.000041,268726390.38,0.000015,715225623.63
text_033.txt,10.82,3DES,0.002377,4663423.17,0.002426,4568110.99
text_033.txt,10.82,ChaCha20,0.000031,354882943.02,0.000014,801545957.52
text_033.txt,10.82,Camellia,0.000080,139190615.38,0.000068,163121633.46
text_034.txt,11.15,AES,0.000040,286820069.94,0.000021,532210574.22
text_034.txt,11.15,3DES,0.002271,5027705.65,0.002256,5061708.94
text_034.txt,11.15,ChaCha20,0.000017,665263217.78,0.000012,977529626.12
text_034.txt,11.15,Camellia,0.000081,141294842.71,0.000065,174813692.26
text_035.txt,11.48,AES,0.000031,385220608.00,0.000013,930344109.89
text_035.txt,11.48,3DES,0.002342,5019671.98,0.002531,4644272.19
text_035.txt,11.48,ChaCha20,0.000031,373547256.24,0.000014,850142031.45
text_035.txt,11.48,Camellia,0.000099,119102023.73,0.000083,140880679.50
text_036.txt,11.81,AES,0.000041,296593707.42,0.000015,792461312.00
text_036.txt,11.81,3DES,0.002570,4705652.62,0.002521,4796890.57
text_036.txt,11.81,ChaCha20,0.000019,633969049.60,0.000013,939213406.81
text_036.txt,11.81,Camellia,0.000083,146160011.44,0.000073,165743542.38
text_037.txt,12.14,AES,0.000041,306628294.78,0.000015,801950924.80
text_037.txt,12.14,3DES,0.002625,4734926.89,0.002594,4791067.11
text_037.txt,12.14,ChaCha20,0.000019,659833039.39,0.000012,1002438656.00
text_037.txt,12.14,Camellia,0.000094,131633358.87,0.000075,166539329.43
text_038.txt,12.46,AES,0.000041,314918213.27,0.000015,849779305.65
text_038.txt,12.46,3DES,0.002700,4727249.12,0.002747,4646827.21
text_038.txt,12.46,ChaCha20,0.000033,385151771.63,0.000018,704422319.16
text_038.txt,12.46,Camellia,0.000113,113423932.75,0.000087,146674236.32
text_039.txt,12.79,AES,0.000041,323208131.76,0.000016,820080334.33
text_039.txt,12.79,3DES,0.002745,4771635.47,0.002739,4782850.14
text_039.txt,12.79,ChaCha20,0.000019,686817280.00,0.000012,1077360439.22
text_039.txt,12.79,Camellia,0.000098,134013127.80,0.000077,169584513.58
text_040.txt,13.12,AES,0.000046,293513898.67,0.000016,828745125.65
text_040.txt,13.12,3DES,0.002891,4647041.19,0.002802,4794917.77
text_040.txt,13.12,ChaCha20,0.000023,575047638.20,0.000013,1024630337.16
text_040.txt,13.12,Camellia,0.000106,126355759.07,0.000092,146756949.33
text_041.txt,13.45,AES,0.000042,326350026.49,0.000016,862148577.43
text_041.txt,13.45,3DES,0.002876,4788920.14,0.002862,4812459.78
text_041.txt,13.45,ChaCha20,0.000032,427881145.84,0.000015,902561792.00
text_041.txt,13.45,Camellia,0.000107,128364343.75,0.000078,176109617.95
text_042.txt,13.78,AES,0.000042,338132804.75,0.000018,799638389.62
text_042.txt,13.78,3DES,0.002981,4732723.41,0.002930,4815530.67
text_042.txt,13.78,ChaCha20,0.000020,696155774.49,0.000013,1056665014.86
text_042.txt,13.78,Camellia,0.000109,129199215.79,0.000084,168584731.72
text_043.txt,14.11,AES,0.000043,332871027.34,0.000017,865464671.09
text_043.txt,14.11,3DES,0.003072,4702517.04,0.002895,4989912.44
text_043.txt,14.11,ChaCha20,0.000026,560949323.85,0.000014,1009708782.93
text_043.txt,14.11,Camellia,0.000106,136447132.83,0.000082,175094008.60
text_044.txt,14.43,AES,0.000041,362525222.92,0.000016,925250942.09
text_044.txt,14.43,3DES,0.002960,4992897.32,0.003150,4691373.78
text_044.txt,14.43,ChaCha20,0.000036,405175249.15,0.000017,885597330.29
text_044.txt,14.43,Camellia,0.000117,125999620.16,0.000090,163566789.23
text_045.txt,14.76,AES,0.000042,362291995.79,0.000016,946285063.64
text_045.txt,14.76,3DES,0.003010,5021471.51,0.003037,4977710.55
text_045.txt,14.76,ChaCha20,0.000019,812834605.95,0.000012,1243158809.10
text_045.txt,14.76,Camellia,0.000096,158107479.46,0.000084,179606513.50
text_046.txt,15.09,AES,0.000034,453219478.38,0.000014,1117420438.07
text_046.txt,15.09,3DES,0.003123,4947735.35,0.003182,4856165.55
text_046.txt,15.09,ChaCha20,0.000080,192315683.70,0.000022,696885864.60
text_046.txt,15.09,Camellia,0.000103,150372123.92,0.000088,174691065.79
text_047.txt,15.42,AES,0.000040,394164711.62,0.000016,973818699.29
text_047.txt,15.42,3DES,0.003451,4575077.49,0.003289,4800266.15
text_047.txt,15.42,ChaCha20,0.000023,682677026.31,0.000014,1141718475.03
text_047.txt,15.42,Camellia,0.000122,129083180.41,0.000098,161906287.41
text_048.txt,15.75,AES,0.000038,420055637.86,0.000023,704468309.33
text_048.txt,15.75,3DES,0.003280,4915609.66,0.003243,4971620.80
text_048.txt,15.75,ChaCha20,0.000020,795634796.42,0.000013,1207659958.86
text_048.txt,15.75,Camellia,0.000101,159502258.72,0.000089,180343887.19
text_049.txt,16.07,AES,0.000054,305478955.04,0.000030,552305950.72
text_049.txt,16.07,3DES,0.003523,4672006.76,0.003314,4966065.59
text_049.txt,16.07,ChaCha20,0.000022,734449402.55,0.000013,1255240797.09
text_049.txt,16.07,Camellia,0.000123,134315649.49,0.000096,171736924.98
text_050.txt,16.40,AES,0.000042,402557314.19,0.000016,1067386817.94
text_050.txt,16.40,3DES,0.003466,4845751.13,0.003343,5024429.78
text_050.txt,16.40,ChaCha20,0.000022,749441808.34,0.000014,1214612585.93
text_050.txt,16.40,Camellia,0.000124,135215988.45,0.000100,167333800.44
text_051.txt,16.73,AES,0.000034,499005667.56,0.000014,1260645896.98
text_051.txt,16.73,3DES,0.003398,5042229.75,0.003699,4631441.58
text_051.txt,16.73,ChaCha20,0.000033,524502307.50,0.000015,1177980592.26
text_051.txt,16.73,Camellia,0.000130,131847369.04,0.000097,176552373.78
text_052.txt,17.06,AES,0.000038,457913139.20,0.000015,1144782848.00
text_052.txt,17.06,3DES,0.003484,5013418.80,0.003609,4839879.92
text_052.txt,17.06,ChaCha20,0.000031,563585402.09,0.000015,1144782848.00
text_052.txt,17.06,Camellia,0.000126,138761557.33,0.000097,180014993.30
text_053.txt,17.39,AES,0.000041,429168898.94,0.000016,1131445279.03
text_053.txt,17.39,3DES,0.003579,4974048.39,0.003734,4767629.98
text_053.txt,17.39,ChaCha20,0.000031,565722639.52,0.000015,1148852129.48
text_053.txt,17.39,Camellia,0.000112,159222576.58,0.000099,180375334.34
text_054.txt,17.71,AES,0.000042,432299287.27,0.000016,1118892272.94
text_054.txt,17.71,3DES,0.003806,4766314.26,0.003699,4904575.17
text_054.txt,17.71,ChaCha20,0.000032,563590181.93,0.000015,1170533454.77
text_054.txt,17.71,Camellia,0.000115,157199740.83,0.000100,181153987.05
text_055.txt,18.04,AES,0.000041,447941969.39,0.000017,1107056581.49
text_055.txt,18.04,3DES,0.003688,5009629.63,0.003653,5058352.53
text_055.txt,18.04,ChaCha20,0.000022,851581985.76,0.000014,1313456961.08
text_055.txt,18.04,Camellia,0.000136,135716218.40,0.000106,174929933.87
text_056.txt,18.37,AES,0.000036,526021645.65,0.000014,1360400807.72
text_056.txt,18.37,3DES,0.003904,4818224.65,0.003917,4803265.77
text_056.txt,18.37,ChaCha20,0.000033,567649257.90,0.000015,1213896105.35
text_056.txt,18.37,Camellia,0.000119,157806493.70,0.000103,181804716.24
text_057.txt,18.70,AES,0.000044,436481157.57,0.000018,1085304499.89
text_057.txt,18.70,3DES,0.003884,4929871.28,0.003860,4961238.76
text_057.txt,18.70,ChaCha20,0.000026,743634564.74,0.000015,1316598901.51
text_057.txt,18.70,Camellia,0.000121,158720420.93,0.000108,177682595.12
text_058.txt,19.03,AES,0.000038,510761369.60,0.000016,1238209380.85
text_058.txt,19.03,3DES,0.004015,4852551.46,0.003888,5011456.38
text_058.txt,19.03,ChaCha20,0.000024,825472920.57,0.000015,1339701953.05
text_058.txt,19.03,Camellia,0.000122,160238861.05,0.000107,182822861.60
text_059.txt,19.36,AES,0.000045,444551365.13,0.000017,1154598684.44
text_059.txt,19.36,3DES,0.004127,4802490.20,0.003964,5000066.48
text_059.txt,19.36,ChaCha20,0.000025,784255710.19,0.000015,1319541353.65
text_059.txt,19.36,Camellia,0.000147,134953092.99,0.000120,165270587.04
text_060.txt,19.68,AES,0.000048,416455130.17,0.000017,1207719877.49
text_060.txt,19.68,3DES,0.004121,4891534.54,0.004042,4986751.10
text_060.txt,19.68,ChaCha20,0.000024,837033578.46,0.000015,1341910974.98
text_060.txt,19.68,Camellia,0.000141,143046347.59,0.000111,182199119.45
text_061.txt,20.01,AES,0.000047,438518763.10,0.000019,1101918943.18
text_061.txt,20.01,3DES,0.004109,4986637.13,0.004075,5029238.01
text_061.txt,20.01,ChaCha20,0.000026,803268014.65,0.000015,1342963712.00
text_061.txt,20.01,Camellia,0.000151,135781481.15,0.000112,182871654.40
text_062.txt,20.34,AES,0.000066,315375320.26,0.000023,919568039.07
text_062.txt,20.34,3DES,0.004473,4656412.97,0.004392,4742614.75
text_062.txt,20.34,ChaCha20,0.000037,559993357.13,0.000016,1284690642.82
